GeographyCode,QS605NI0001,QS605NI0002,QS605NI0003,QS605NI0004,QS605NI0005,QS605NI0006,QS605NI0007,QS605NI0008,QS605NI0009,QS605NI0010,QS605NI0011,QS605NI0012,QS605NI0013,QS605NI0014,QS605NI0015,QS605NI0016,QS605NI0017,QS605NI0018,QS605NI0019,QS605NI0020,QS605NI0021,QS605NI0022,QS605NI0023,QS605NI0024,QS605NI0025,QS605NI0026,QS605NI0027,QS605NI0028,QS605NI0029,QS605NI0030,QS605NI0031,QS605NI0032,QS605NI0033,QS605NI0034,QS605NI0035
N00002271,82,4,3,1,6,1,2,2,1,2,0,2,0,0,0,10,8,2,9,0,5,0,4,12,9,3,11,8,3,11,9,2,17,1,16
N00002272,77,1,1,0,4,0,2,1,1,6,0,2,0,2,2,10,10,0,7,0,3,2,2,9,8,1,10,9,1,16,9,7,14,4,10
N00002273,307,22,15,7,57,13,13,17,14,18,3,2,2,3,8,37,28,9,36,0,19,6,11,21,15,6,27,27,0,55,33,22,34,11,23
N00002274,81,1,0,1,3,1,1,1,0,3,0,1,0,1,1,3,3,0,8,0,2,2,4,8,6,2,10,9,1,24,22,2,21,4,17
N00002275,76,5,4,1,5,0,1,0,4,1,1,0,0,0,0,6,5,1,8,0,3,1,4,9,5,4,12,12,0,21,19,2,9,2,7
N00002276,124,10,6,4,20,2,7,7,4,10,1,0,1,3,5,18,16,2,13,0,7,0,6,6,4,2,11,10,1,19,10,9,17,2,15
N00002277,180,5,3,2,16,5,1,7,3,18,5,2,2,1,8,14,11,3,21,3,10,4,4,18,13,5,21,18,3,31,23,8,36,14,22
N00002278,112,7,6,1,7,0,4,1,2,11,3,0,0,3,5,6,6,0,8,0,2,5,1,14,11,3,18,17,1,14,12,2,27,11,16
N00002279,70,2,2,0,4,1,0,0,3,5,1,2,0,1,1,5,3,2,6,0,2,2,2,6,5,1,12,10,2,15,13,2,15,4,11
N00002280,126,9,7,2,9,3,3,2,1,8,2,0,2,2,2,12,11,1,16,0,8,7,1,16,9,7,16,13,3,24,15,9,16,3,13
N00002281,124,4,3,1,10,1,4,2,3,4,0,1,0,2,1,17,14,3,15,0,3,7,5,18,12,6,15,15,0,23,14,9,18,6,12
N00002282,75,5,2,3,5,0,1,1,3,6,2,2,0,0,2,12,12,0,5,1,2,2,0,4,3,1,9,7,2,16,11,5,13,5,8
N00002283,94,1,1,0,2,1,1,0,0,3,0,1,0,1,1,7,6,1,13,0,7,4,2,13,9,4,15,12,3,18,15,3,22,4,18
N00002284,87,3,3,0,9,1,4,2,2,1,0,0,0,0,1,12,12,0,10,1,5,2,2,10,9,1,8,8,0,17,14,3,17,3,14
N00002285,200,20,12,8,27,10,6,6,5,11,2,1,0,2,6,30,24,6,23,0,11,6,6,17,12,5,22,21,1,26,21,5,24,3,21
N00002286,176,9,5,4,20,5,5,5,5,22,4,1,1,3,13,23,18,5,26,1,6,12,7,11,9,2,21,20,1,21,13,8,23,7,16
N00002287,101,3,1,2,7,2,0,3,2,7,2,0,0,1,4,14,10,4,15,1,7,2,5,8,6,2,15,12,3,15,10,5,17,6,11
N00002288,82,3,3,0,3,0,3,0,0,2,0,1,0,0,1,5,3,2,14,1,3,3,7,16,10,6,13,13,0,11,10,1,15,3,12
N00002289,93,7,5,2,8,0,6,2,0,2,0,0,0,1,1,6,6,0,16,0,7,3,6,9,8,1,10,10,0,20,15,5,15,6,9
N00002290,168,13,8,5,42,10,13,12,7,11,0,1,0,1,9,21,16,5,18,1,8,3,6,12,7,5,20,19,1,14,9,5,17,5,12
N00002291,179,14,11,3,33,6,9,11,7,23,3,7,2,3,8,22,19,3,15,1,7,5,2,14,10,4,14,12,2,30,21,9,14,5,9
N00002292,119,10,6,4,42,5,10,14,13,12,0,3,0,2,7,17,15,2,12,2,2,7,1,7,7,0,5,4,1,4,4,0,10,1,9
N00002293,88,4,0,4,6,2,1,2,1,3,0,2,0,0,1,7,5,2,12,2,6,2,2,6,6,0,7,6,1,22,16,6,21,6,15
N00002294,138,15,9,6,16,4,4,6,2,5,1,2,0,0,2,33,28,5,13,0,6,5,2,12,11,1,12,10,2,19,10,9,13,1,12
N00002295,183,10,7,3,21,5,4,5,7,19,5,5,2,2,5,24,20,4,25,3,14,2,6,17,13,4,26,23,3,22,16,6,19,7,12
N00002296,171,8,7,1,25,5,12,4,4,14,2,1,2,1,8,22,19,3,15,0,8,4,3,18,16,2,22,20,2,23,14,9,24,5,19
N00002297,163,16,12,4,25,4,6,6,9,16,4,2,1,2,7,29,27,2,18,0,5,4,9,11,7,4,18,16,2,11,9,2,19,5,14
N00002298,104,7,7,0,22,6,5,9,2,10,1,2,1,1,5,12,10,2,9,1,5,2,1,8,7,1,10,9,1,12,9,3,14,8,6
N00002299,174,10,8,2,45,12,12,13,8,15,3,4,0,1,7,25,21,4,13,0,2,7,4,18,17,1,15,15,0,18,7,11,15,3,12
N00002300,441,48,27,21,130,16,49,40,25,44,6,4,4,8,22,57,42,15,33,9,11,7,6,36,22,14,30,25,5,33,24,9,30,7,23
N00002301,303,21,13,8,64,7,28,15,14,32,8,4,4,4,12,49,42,7,31,2,9,6,14,17,14,3,26,24,2,38,31,7,25,7,18
N00002302,297,46,29,17,97,23,23,27,24,27,1,2,1,4,19,45,34,11,27,5,7,9,6,13,9,4,20,18,2,6,6,0,16,3,13
N00002303,238,20,15,5,35,6,18,8,3,26,9,3,3,3,8,34,26,8,26,6,9,3,8,14,12,2,14,13,1,49,34,15,20,8,12
N00002304,68,0,0,0,3,1,0,1,1,3,1,0,0,1,1,2,2,0,15,0,3,6,6,3,2,1,16,15,1,12,11,1,14,6,8
N00002305,487,38,27,11,109,32,37,23,17,38,9,7,1,5,16,62,49,13,56,5,28,5,18,35,28,7,41,38,3,63,41,22,45,14,31
N00002306,750,53,40,13,115,16,37,36,26,61,10,6,2,10,33,76,63,13,68,6,33,14,15,49,40,9,50,46,4,164,124,40,114,46,68
N00002307,206,14,10,4,34,11,10,5,8,9,1,2,0,1,5,34,27,7,28,3,10,13,2,23,17,6,16,15,1,22,11,11,26,6,20
N00002308,174,11,8,3,27,2,11,6,8,14,2,0,1,1,10,26,19,7,29,2,8,14,5,14,11,3,18,17,1,19,12,7,16,0,16
N00002309,94,4,3,1,6,1,2,2,1,5,0,0,1,2,2,5,3,2,14,0,6,5,3,15,14,1,7,7,0,19,17,2,19,7,12
N00002310,77,5,3,2,4,0,4,0,0,7,2,0,0,1,4,14,12,2,13,2,3,5,3,5,5,0,6,5,1,15,13,2,8,1,7
N00002311,133,3,3,0,15,3,5,1,6,11,3,2,0,1,5,15,13,2,18,0,9,4,5,23,21,2,7,7,0,22,17,5,19,2,17
N00002312,111,2,1,1,17,2,8,3,4,7,1,0,1,0,5,7,4,3,15,2,6,2,5,10,7,3,12,10,2,19,12,7,22,5,17
N00002313,128,11,7,4,25,3,6,9,7,18,2,2,1,6,7,23,16,7,11,2,1,5,3,8,6,2,7,6,1,14,10,4,11,3,8
N00002314,118,11,8,3,26,5,8,6,7,12,2,6,1,2,1,18,15,3,8,0,7,0,1,8,7,1,13,10,3,10,8,2,12,4,8
N00002315,154,20,12,8,32,6,7,13,6,11,1,1,0,1,8,28,21,7,15,0,6,5,4,17,15,2,11,9,2,13,10,3,7,2,5
N00002316,108,7,3,4,18,4,6,4,4,8,4,1,0,1,2,18,16,2,10,0,5,2,3,7,6,1,13,12,1,16,11,5,11,0,11
N00002317,137,11,7,4,21,6,5,4,6,11,4,0,1,1,5,18,12,6,18,0,8,7,3,5,4,1,12,12,0,18,11,7,23,3,20
N00002318,163,19,10,9,29,4,7,10,8,12,0,5,0,2,5,18,14,4,18,0,7,7,4,17,16,1,22,21,1,12,5,7,16,4,12
N00002319,322,46,34,12,74,13,17,26,18,30,4,2,4,2,18,57,46,11,25,2,11,9,3,23,16,7,31,28,3,26,13,13,10,0,10
N00002320,134,9,7,2,13,2,4,5,2,6,2,2,1,0,1,18,18,0,21,1,9,10,1,19,17,2,13,12,1,16,12,4,19,2,17
N00002321,123,13,8,5,17,2,6,5,4,13,1,1,0,1,10,17,15,2,20,4,6,7,3,16,14,2,11,10,1,12,7,5,4,1,3
N00002322,138,14,9,5,19,5,5,7,2,21,1,2,0,5,13,27,22,5,15,1,4,4,6,12,11,1,12,10,2,12,9,3,6,0,6
N00002323,149,10,6,4,16,4,1,7,4,14,2,1,1,1,9,33,25,8,13,0,3,7,3,12,10,2,16,14,2,14,10,4,21,6,15
N00002324,136,8,6,2,10,4,1,1,4,12,4,0,1,3,4,24,20,4,21,1,10,7,3,14,14,0,13,12,1,21,17,4,13,3,10
N00002325,216,24,21,3,42,9,10,8,15,23,4,5,2,3,9,33,31,2,25,1,9,9,6,21,14,7,18,18,0,18,10,8,12,2,10
N00002326,132,13,8,5,16,4,6,0,6,16,4,1,1,1,9,13,12,1,17,1,8,5,3,12,11,1,13,11,2,22,12,10,10,1,9
N00002327,650,69,52,17,125,19,37,31,38,90,8,8,6,15,53,92,78,14,72,6,19,29,18,40,35,5,63,56,7,51,25,26,48,13,35
N00002328,206,20,12,8,42,5,18,12,7,32,3,4,4,3,18,42,35,7,14,2,4,3,5,16,12,4,10,8,2,15,6,9,15,1,14
N00002329,122,13,7,6,19,7,4,2,6,10,2,0,1,1,6,24,20,4,14,0,6,5,3,15,13,2,9,9,0,10,3,7,8,3,5
N00002330,334,32,22,10,81,16,23,25,17,33,1,4,3,6,19,58,50,8,51,16,13,16,6,15,10,5,21,18,3,22,17,5,21,6,15
N00002331,278,29,21,8,55,8,11,20,16,16,2,3,0,4,7,38,29,9,42,7,13,15,7,24,15,9,33,31,2,22,15,7,19,9,10
N00002332,173,13,7,6,31,6,8,10,7,17,2,4,0,1,10,22,21,1,19,0,11,3,5,14,12,2,13,13,0,23,13,10,21,3,18
N00002333,201,15,8,7,51,14,13,10,14,13,1,0,1,0,11,26,21,5,33,5,17,4,7,13,10,3,13,12,1,14,5,9,23,3,20
N00002334,163,11,8,3,28,9,9,4,6,9,2,2,1,0,4,17,15,2,20,0,11,5,4,23,18,5,14,14,0,21,11,10,20,6,14
N00002335,276,24,13,11,81,20,23,16,22,37,5,2,3,3,24,33,30,3,35,9,14,9,3,24,16,8,19,14,5,15,10,5,8,1,7
N00002336,113,6,3,3,7,0,1,0,6,17,2,2,1,3,9,17,16,1,16,0,7,7,2,7,7,0,14,12,2,14,9,5,15,1,14
N00002337,138,7,6,1,9,0,3,2,4,7,1,2,0,1,3,10,7,3,22,1,6,11,4,13,8,5,26,23,3,25,16,9,19,4,15
N00002338,103,8,6,2,2,0,1,1,0,3,0,0,1,1,1,9,8,1,17,0,6,5,6,9,9,0,15,13,2,18,14,4,22,5,17
N00002339,138,6,6,0,11,0,6,2,3,11,0,4,2,1,4,15,13,2,23,1,7,10,5,21,16,5,14,14,0,14,10,4,23,2,21
N00002340,138,6,4,2,5,1,1,0,3,10,2,2,1,1,4,11,10,1,21,0,8,7,6,16,13,3,17,17,0,26,20,6,26,6,20
N00002341,88,2,1,1,4,1,3,0,0,2,0,1,0,0,1,7,7,0,16,0,4,8,4,11,9,2,11,10,1,21,14,7,14,5,9
N00002342,107,8,5,3,9,0,4,2,3,5,0,2,0,1,2,9,8,1,13,1,7,2,3,10,8,2,11,11,0,23,15,8,19,6,13
N00002343,173,15,13,2,17,5,6,2,4,7,1,0,0,1,5,17,16,1,30,1,11,12,6,21,16,5,19,18,1,32,19,13,15,4,11
N00002344,147,5,4,1,11,3,3,3,2,10,0,5,0,1,4,17,13,4,18,0,5,5,8,12,11,1,14,10,4,33,25,8,27,10,17
N00002345,122,8,4,4,18,3,6,4,5,8,1,1,0,0,6,10,9,1,14,2,4,4,4,10,6,4,10,10,0,22,20,2,22,11,11
N00002346,119,8,5,3,5,1,3,1,0,7,1,0,0,2,4,11,9,2,14,0,4,6,4,15,12,3,8,8,0,28,17,11,23,9,14
N00002347,310,21,11,10,38,3,13,14,8,27,4,3,1,8,11,40,31,9,30,3,8,10,9,27,23,4,37,35,2,41,30,11,49,9,40
N00002348,126,11,4,7,10,1,4,4,1,13,2,3,1,1,6,14,10,4,18,1,10,3,4,14,7,7,10,9,1,20,19,1,16,6,10
N00002349,105,7,5,2,11,3,5,1,2,11,2,2,0,1,6,15,13,2,17,1,6,3,7,13,11,2,7,5,2,12,6,6,12,0,12
N00002350,64,6,5,1,6,0,1,2,3,5,3,1,0,1,0,12,12,0,5,0,3,2,0,5,5,0,5,5,0,12,6,6,8,2,6
N00002351,628,49,33,16,129,14,44,42,29,71,8,9,0,6,48,78,65,13,63,2,21,17,23,57,42,15,65,59,6,72,44,28,44,9,35
N00002352,82,8,6,2,16,3,3,3,7,3,0,1,1,0,1,8,7,1,8,0,2,5,1,14,11,3,7,5,2,11,9,2,7,1,6
N00002353,819,54,34,20,112,14,34,32,32,55,12,5,2,8,28,127,99,28,92,5,38,28,21,80,60,20,95,81,14,112,79,33,92,19,73
N00002354,153,9,6,3,17,2,4,5,6,16,4,2,1,2,7,23,20,3,15,0,9,5,1,15,11,4,20,19,1,18,13,5,20,4,16
N00002355,124,2,1,1,7,1,3,1,2,6,1,3,0,1,1,9,9,0,27,1,7,12,7,21,18,3,17,16,1,15,11,4,20,4,16
N00002356,206,12,9,3,23,3,4,8,8,16,5,4,0,2,5,22,19,3,26,1,11,5,9,20,16,4,26,21,5,28,17,11,33,7,26
N00002357,136,7,3,4,10,4,1,3,2,6,1,2,0,0,3,18,17,1,19,1,5,8,5,18,16,2,13,12,1,25,18,7,20,4,16
N00002358,78,3,2,1,5,0,1,3,1,0,0,0,0,0,0,14,11,3,5,0,2,2,1,11,9,2,12,12,0,12,9,3,16,7,9
N00002359,89,5,5,0,5,0,2,1,2,2,1,0,0,0,1,2,2,0,13,0,5,4,4,10,9,1,10,9,1,20,13,7,22,3,19
N00002360,90,6,3,3,4,2,0,2,0,6,3,0,0,0,3,16,15,1,8,0,4,1,3,14,9,5,9,8,1,12,8,4,15,5,10
N00002361,95,3,2,1,2,1,1,0,0,6,0,3,2,0,1,5,5,0,16,2,2,4,8,12,10,2,12,11,1,19,15,4,20,4,16
N00002362,85,2,2,0,1,0,0,0,1,6,2,0,1,1,2,6,5,1,13,2,2,4,5,8,5,3,11,11,0,21,18,3,17,2,15
N00002363,83,6,2,4,0,0,0,0,0,3,1,0,1,0,1,13,11,2,11,1,2,6,2,13,8,5,5,5,0,17,12,5,15,5,10
N00002364,86,6,5,1,3,1,2,0,0,3,1,0,0,2,0,9,7,2,11,0,3,3,5,11,8,3,11,11,0,16,13,3,16,0,16
N00002365,111,7,1,6,8,5,1,1,1,6,3,2,0,0,1,9,7,2,14,1,4,4,5,11,7,4,12,10,2,22,15,7,22,11,11
N00002366,108,2,1,1,2,0,0,0,2,4,1,1,0,1,1,9,6,3,16,0,7,3,6,10,8,2,17,17,0,28,21,7,20,8,12
N00002367,185,20,10,10,24,3,5,10,6,13,2,0,0,3,8,28,22,6,18,1,9,6,2,13,8,5,10,9,1,30,23,7,29,10,19
N00002368,219,23,14,9,33,6,9,13,5,13,1,2,1,2,7,23,15,8,49,13,19,10,7,23,17,6,20,19,1,20,10,10,15,2,13
N00002369,404,38,24,14,67,8,15,30,14,22,6,1,2,0,13,52,45,7,75,16,25,21,13,29,24,5,32,29,3,41,20,21,48,27,21
N00002370,205,25,19,6,41,5,20,10,6,12,2,1,0,3,6,25,16,9,49,23,13,10,3,17,15,2,9,9,0,13,3,10,14,5,9
N00002371,233,22,12,10,51,11,16,12,12,15,3,1,0,3,8,23,16,7,55,19,16,11,9,15,12,3,19,15,4,18,7,11,15,5,10
N00002372,306,16,9,7,61,11,14,23,13,25,6,1,1,2,15,45,39,6,54,17,21,8,8,28,20,8,13,10,3,24,12,12,40,7,33
N00002373,187,11,5,6,29,6,6,7,10,15,1,2,0,3,9,25,20,5,45,3,18,19,5,15,11,4,10,9,1,19,12,7,18,5,13
N00002374,130,7,2,5,13,2,6,4,1,7,0,0,1,0,6,16,15,1,33,6,10,12,5,10,9,1,10,10,0,23,12,11,11,3,8
N00002375,194,13,6,7,38,5,14,11,8,10,1,1,1,3,4,21,16,5,58,21,15,18,4,10,8,2,16,13,3,18,11,7,10,6,4
N00002376,223,23,14,9,48,11,14,17,6,22,4,1,1,2,14,40,28,12,29,8,8,11,2,10,8,2,16,15,1,21,9,12,14,5,9
N00002377,211,20,14,6,46,7,12,12,15,24,5,3,1,3,12,29,21,8,21,2,10,7,2,13,8,5,17,14,3,23,12,11,18,3,15
N00002378,413,33,26,7,97,18,22,34,23,60,11,6,0,8,35,63,53,10,54,12,21,15,6,32,23,9,29,27,2,19,14,5,26,9,17
N00002379,328,27,14,13,64,16,22,14,12,45,5,4,4,8,24,56,47,9,43,4,13,15,11,20,18,2,30,19,11,28,16,12,15,5,10
N00002380,128,8,5,3,14,3,1,7,3,6,3,1,0,1,1,19,13,6,30,4,14,7,5,9,6,3,14,13,1,17,8,9,11,3,8
N00002381,192,29,17,12,38,2,15,12,9,26,1,4,2,6,13,30,24,6,14,0,4,5,5,13,11,2,16,12,4,14,10,4,12,1,11
N00002382,256,23,13,10,39,6,12,11,10,21,2,4,1,1,13,50,43,7,30,2,13,11,4,29,18,11,23,21,2,28,15,13,13,5,8
N00002383,231,23,14,9,52,5,16,21,10,27,1,5,2,5,14,44,37,7,25,2,4,13,6,20,15,5,18,18,0,6,2,4,16,2,14
N00002384,202,17,11,6,40,3,10,17,10,26,2,4,2,4,14,43,34,9,20,1,10,6,3,18,16,2,17,14,3,9,5,4,12,2,10
N00002385,145,11,6,5,27,4,11,7,5,12,4,1,2,1,4,34,33,1,19,3,6,4,6,6,5,1,8,8,0,15,5,10,13,2,11
N00002386,104,3,1,2,11,4,3,1,3,7,4,1,0,1,1,12,9,3,9,1,3,2,3,10,8,2,16,13,3,21,13,8,15,3,12
N00002387,179,12,6,6,15,4,1,5,5,7,3,2,0,0,2,25,22,3,25,0,13,7,5,17,14,3,21,16,5,32,20,12,25,5,20
N00002388,82,4,3,1,5,1,0,0,4,7,0,1,0,1,5,13,12,1,12,0,5,4,3,6,5,1,9,8,1,16,12,4,10,4,6
N00002389,130,7,2,5,8,3,1,3,1,6,3,1,0,1,1,20,18,2,16,0,4,4,8,7,5,2,13,12,1,23,20,3,30,10,20
N00002390,122,2,2,0,8,3,1,1,3,11,3,2,0,0,6,22,18,4,7,0,4,2,1,9,4,5,12,10,2,31,23,8,20,7,13
N00002391,185,15,11,4,53,10,13,19,11,14,3,2,0,3,6,25,22,3,19,0,5,9,5,10,7,3,17,16,1,16,6,10,16,3,13
N00002392,186,12,8,4,31,8,7,5,11,19,3,3,0,4,9,29,28,1,18,0,9,9,0,14,10,4,23,23,0,17,11,6,23,5,18
N00002393,319,43,30,13,72,11,11,23,27,34,6,6,1,2,19,50,43,7,33,0,8,19,6,22,14,8,26,23,3,22,17,5,17,0,17
N00002394,175,8,5,3,30,1,6,14,9,12,2,0,0,2,8,25,22,3,20,0,5,9,6,12,10,2,26,23,3,25,17,8,17,5,12
N00002395,209,13,9,4,27,7,9,4,7,13,4,1,0,2,6,39,30,9,28,2,12,8,6,17,13,4,23,20,3,29,20,9,20,5,15
N00002396,89,1,1,0,5,2,2,1,0,3,0,0,0,1,2,8,4,4,8,1,2,2,3,18,11,7,13,11,2,6,1,5,27,2,25
N00002397,89,6,1,5,8,1,4,0,3,11,1,3,2,2,3,10,7,3,14,4,3,4,3,7,5,2,15,11,4,9,7,2,9,1,8
N00002398,119,4,2,2,4,1,0,2,1,8,1,2,1,1,3,9,8,1,22,4,2,7,9,12,9,3,22,20,2,20,8,12,18,2,16
N00002399,97,4,3,1,9,1,1,5,2,4,0,2,0,0,2,8,7,1,14,1,5,7,1,16,7,9,20,14,6,10,4,6,12,1,11
N00002400,74,2,0,2,13,2,5,3,3,6,2,0,0,1,3,9,8,1,8,0,3,4,1,6,5,1,13,7,6,7,4,3,10,0,10
N00002401,735,63,43,20,198,29,87,44,38,68,12,14,4,10,28,80,66,14,45,5,10,13,17,73,57,16,81,58,23,54,32,22,73,6,67
N00002402,100,11,6,5,30,6,5,12,7,10,1,2,1,0,6,13,9,4,10,0,5,1,4,5,3,2,8,6,2,5,1,4,8,1,7
N00002403,180,15,9,6,33,4,17,7,5,20,4,2,2,2,10,32,23,9,26,1,12,4,9,9,5,4,21,16,5,9,4,5,15,1,14
N00002404,421,23,13,10,64,10,28,11,15,42,11,2,5,5,19,56,47,9,57,3,27,20,7,51,40,11,54,50,4,35,15,20,39,4,35
N00002405,155,11,6,5,31,5,10,12,4,13,6,2,1,2,2,30,22,8,13,1,5,4,3,11,10,1,19,15,4,10,4,6,17,5,12
N00002406,130,13,7,6,46,4,12,16,14,11,1,0,0,5,5,15,10,5,11,0,7,2,2,9,6,3,18,13,5,6,2,4,1,0,1
N00002407,114,15,10,5,35,0,13,16,6,15,1,2,2,2,8,11,7,4,6,0,3,2,1,6,4,2,16,13,3,6,1,5,4,1,3
N00002408,158,32,23,9,48,3,15,14,16,11,2,2,1,2,4,21,19,2,12,1,4,2,5,9,7,2,8,5,3,5,3,2,12,3,9
N00002409,121,10,4,6,17,3,2,6,6,11,4,2,0,0,5,15,15,0,11,1,4,0,6,13,12,1,23,20,3,13,6,7,8,1,7
N00002410,113,5,4,1,24,0,6,13,5,5,0,2,0,0,3,15,11,4,11,2,2,2,5,10,10,0,21,16,5,7,3,4,15,1,14
N00002411,161,24,17,7,76,9,19,37,11,7,0,2,0,1,4,17,11,6,8,1,2,3,2,7,6,1,9,8,1,5,3,2,8,0,8
N00002412,195,36,22,14,69,6,13,35,15,18,8,1,0,2,7,29,20,9,10,0,4,4,2,12,8,4,15,14,1,3,2,1,3,1,2
N00002413,191,20,14,6,64,8,16,24,16,26,2,7,0,7,10,19,12,7,15,0,7,2,6,8,5,3,23,18,5,10,4,6,6,0,6
N00002414,135,11,6,5,58,8,15,20,15,15,4,1,0,5,5,20,16,4,10,0,4,4,2,7,4,3,10,7,3,2,0,2,2,0,2
N00002415,118,10,5,5,23,4,4,10,5,14,3,0,0,3,8,16,13,3,9,0,2,5,2,12,8,4,14,13,1,11,5,6,9,0,9
N00002416,195,13,11,2,34,4,13,9,8,18,5,3,1,1,8,26,18,8,28,10,6,11,1,19,13,6,12,10,2,28,13,15,17,5,12
N00002417,151,8,5,3,23,9,7,2,5,11,2,2,0,1,6,21,16,5,37,11,5,18,3,13,10,3,13,11,2,15,8,7,10,1,9
N00002418,238,18,10,8,45,6,11,15,13,20,7,4,0,1,8,25,18,7,48,11,9,26,2,22,17,5,19,15,4,26,21,5,15,8,7
N00002419,298,16,12,4,57,8,21,17,11,23,10,4,0,0,9,46,37,9,61,12,16,29,4,25,23,2,24,19,5,23,10,13,23,5,18
N00002420,220,20,15,5,39,6,12,10,11,19,2,4,0,5,8,24,17,7,48,13,7,25,3,22,18,4,6,6,0,23,15,8,19,7,12
N00002421,178,13,8,5,34,7,14,7,6,8,3,0,1,0,4,18,17,1,41,18,4,18,1,9,7,2,18,17,1,21,15,6,16,4,12
N00002422,213,14,11,3,41,6,14,6,15,15,3,0,1,3,8,26,19,7,42,18,11,9,4,14,10,4,23,22,1,22,11,11,16,6,10
N00002423,46,1,0,1,5,0,0,5,0,3,1,0,0,0,2,9,7,2,5,1,1,1,2,7,3,4,11,8,3,2,1,1,3,0,3
N00002424,120,7,4,3,27,2,6,15,4,13,2,1,0,8,2,11,10,1,14,2,6,3,3,13,9,4,19,12,7,8,2,6,8,1,7
N00002425,115,7,2,5,23,2,4,10,7,7,3,0,0,3,1,17,15,2,12,2,4,3,3,15,14,1,14,11,3,8,6,2,12,3,9
N00002426,133,8,7,1,23,0,7,13,3,11,3,2,0,1,5,23,16,7,11,0,6,3,2,12,10,2,25,17,8,11,8,3,9,2,7
N00002427,108,8,6,2,10,0,4,6,0,8,2,0,0,1,5,10,6,4,7,0,2,4,1,10,9,1,36,28,8,7,4,3,12,1,11
N00002428,102,6,2,4,12,5,1,3,3,12,3,4,1,2,2,9,6,3,12,0,4,4,4,16,10,6,13,12,1,10,3,7,12,0,12
N00002429,87,2,2,0,8,2,1,3,2,6,0,4,0,1,1,8,4,4,10,0,3,4,3,14,11,3,13,11,2,9,6,3,17,1,16
N00002430,81,1,0,1,7,0,4,1,2,6,2,2,0,2,0,10,9,1,10,1,6,3,0,8,5,3,13,10,3,5,4,1,21,0,21
N00002431,232,12,9,3,23,3,8,8,4,16,5,2,0,2,7,26,20,6,26,3,6,12,5,33,22,11,41,31,10,17,6,11,38,1,37
N00002432,59,1,1,0,3,1,0,1,1,5,1,1,0,1,2,8,7,1,7,0,1,1,5,7,5,2,16,10,6,3,0,3,9,0,9
N00002433,149,4,3,1,20,5,4,5,6,11,2,3,0,1,5,26,21,5,13,3,4,2,4,9,6,3,29,20,9,22,14,8,15,2,13
N00002434,55,1,0,1,1,0,0,0,1,4,3,0,0,0,1,4,3,1,10,2,2,4,2,7,6,1,9,5,4,7,5,2,12,2,10
N00002435,66,3,0,3,4,1,1,2,0,4,1,0,0,0,3,11,11,0,8,2,2,1,3,10,5,5,11,8,3,6,3,3,9,0,9
N00002436,134,9,6,3,12,2,3,3,4,10,5,1,0,2,2,14,13,1,18,1,5,9,3,15,10,5,27,19,8,11,7,4,18,3,15
N00002437,133,11,4,7,27,4,5,10,8,9,1,3,0,1,4,13,8,5,18,1,5,7,5,12,7,5,15,10,5,15,6,9,13,1,12
N00002438,146,8,2,6,11,3,3,1,4,15,7,1,0,3,4,16,13,3,23,1,8,10,4,10,8,2,27,24,3,11,1,10,25,2,23
N00002439,88,5,5,0,7,0,2,2,3,8,5,1,0,1,1,16,16,0,8,0,2,2,4,8,6,2,10,10,0,10,6,4,16,1,15
N00002440,94,5,2,3,12,5,3,2,2,7,1,0,0,1,5,8,7,1,10,2,2,3,3,11,7,4,17,15,2,5,2,3,19,0,19
N00002441,66,5,3,2,2,2,0,0,0,6,2,1,0,1,2,5,5,0,6,0,2,2,2,6,5,1,15,8,7,7,4,3,14,1,13
N00002442,70,9,4,5,5,1,3,1,0,4,1,1,0,0,2,8,6,2,14,1,3,2,8,10,7,3,7,6,1,4,3,1,9,2,7
N00002443,125,7,3,4,20,7,2,5,6,15,3,2,0,1,9,15,10,5,9,1,4,3,1,13,7,6,20,15,5,7,3,4,19,0,19
N00002444,334,27,17,10,64,6,22,22,14,22,3,6,4,4,5,43,35,8,26,0,10,6,10,29,25,4,37,25,12,32,19,13,54,4,50
N00002445,119,14,9,5,44,5,10,16,13,15,3,2,1,2,7,14,9,5,8,0,2,4,2,7,4,3,7,4,3,2,1,1,8,0,8
N00002446,89,3,1,2,6,0,2,1,3,7,1,2,0,1,3,6,5,1,13,0,6,6,1,10,10,0,13,8,5,6,4,2,25,1,24
N00002447,93,2,0,2,3,0,0,1,2,6,2,0,1,0,3,8,7,1,10,1,2,1,6,11,10,1,13,12,1,13,9,4,27,2,25
N00002448,116,2,2,0,7,1,5,1,0,10,4,0,1,1,4,11,7,4,8,1,2,2,3,16,12,4,16,13,3,10,2,8,36,3,33
N00002449,112,10,6,4,25,2,7,9,7,8,0,2,0,1,5,15,11,4,7,0,4,2,1,8,5,3,12,8,4,13,7,6,14,2,12
N00002450,122,11,5,6,14,4,4,4,2,13,4,0,3,4,2,13,12,1,9,0,3,4,2,9,4,5,17,15,2,17,5,12,19,2,17
N00002451,156,6,4,2,16,3,2,7,4,14,4,7,0,0,3,17,9,8,12,0,4,3,5,21,13,8,38,30,8,11,6,5,21,2,19
N00002452,115,7,3,4,13,2,2,5,4,9,2,2,0,1,4,9,4,5,8,1,2,3,2,17,13,4,24,19,5,16,7,9,12,1,11
