ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6603NI1413,Count,PERSONS,"Males, Aged 65 to 74, 7.Sales and customer service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1414,Count,PERSONS,"Males, Aged 65 to 74, 7.Sales and customer service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1415,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, All usual residents aged 16 to 74"
DC6603NI1416,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: Total"
DC6603NI1417,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1418,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1419,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Full-time hours worked per week: Total"
DC6603NI1420,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1421,Count,PERSONS,"Males, Aged 65 to 74, 71.Sales occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1422,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, All usual residents aged 16 to 74"
DC6603NI1423,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Part-time hours worked per week: Total"
DC6603NI1424,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1425,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1426,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Full-time hours worked per week: Total"
DC6603NI1427,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1428,Count,PERSONS,"Males, Aged 65 to 74, 72.Customer service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1429,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, All usual residents aged 16 to 74"
DC6603NI1430,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Part-time hours worked per week: Total"
DC6603NI1431,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Part-time hours worked per week: 15 hours or less"
DC6603NI1432,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1433,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Full-time hours worked per week: Total"
DC6603NI1434,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1435,Count,PERSONS,"Males, Aged 65 to 74, 8.Process, plant and machine operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI1436,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, All usual residents aged 16 to 74"
DC6603NI1437,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Part-time hours worked per week: Total"
DC6603NI1438,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Part-time hours worked per week: 15 hours or less"
DC6603NI1439,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1440,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Full-time hours worked per week: Total"
DC6603NI1441,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1442,Count,PERSONS,"Males, Aged 65 to 74, 81.Process, plant and machine operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI1443,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, All usual residents aged 16 to 74"
DC6603NI1444,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: Total"
DC6603NI1445,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: 15 hours or less"
DC6603NI1446,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1447,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: Total"
DC6603NI1448,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1449,Count,PERSONS,"Males, Aged 65 to 74, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI1450,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, All usual residents aged 16 to 74"
DC6603NI1451,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Part-time hours worked per week: Total"
DC6603NI1452,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1453,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1454,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Full-time hours worked per week: Total"
DC6603NI1455,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1456,Count,PERSONS,"Males, Aged 65 to 74, 9.Elementary occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1457,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, All usual residents aged 16 to 74"
DC6603NI1458,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Part-time hours worked per week: Total"
DC6603NI1459,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1460,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1461,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Full-time hours worked per week: Total"
DC6603NI1462,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1463,Count,PERSONS,"Males, Aged 65 to 74, 91.Elementary trades and related occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1464,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, All usual residents aged 16 to 74"
DC6603NI1465,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Part-time hours worked per week: Total"
DC6603NI1466,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1467,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1468,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Full-time hours worked per week: Total"
DC6603NI1469,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1470,Count,PERSONS,"Males, Aged 65 to 74, 92.Elementary administration and service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1471,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, All usual residents aged 16 to 74"
DC6603NI1472,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Part-time hours worked per week: Total"
DC6603NI1473,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Part-time hours worked per week: 15 hours or less"
DC6603NI1474,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1475,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Full-time hours worked per week: Total"
DC6603NI1476,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1477,Count,PERSONS,"Females, All categories: Age, All categories: Occupation, Full-time hours worked per week: 49 or more hours"
DC6603NI1478,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, All usual residents aged 16 to 74"
DC6603NI1479,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Part-time hours worked per week: Total"
DC6603NI1480,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Part-time hours worked per week: 15 hours or less"
DC6603NI1481,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1482,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Full-time hours worked per week: Total"
DC6603NI1483,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1484,Count,PERSONS,"Females, All categories: Age, 1.Managers, directors and senior officials, Full-time hours worked per week: 49 or more hours"
DC6603NI1485,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, All usual residents aged 16 to 74"
DC6603NI1486,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Part-time hours worked per week: Total"
DC6603NI1487,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Part-time hours worked per week: 15 hours or less"
DC6603NI1488,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1489,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Full-time hours worked per week: Total"
DC6603NI1490,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1491,Count,PERSONS,"Females, All categories: Age, 11.Corporate managers and directors, Full-time hours worked per week: 49 or more hours"
DC6603NI1492,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, All usual residents aged 16 to 74"
DC6603NI1493,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Part-time hours worked per week: Total"
DC6603NI1494,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Part-time hours worked per week: 15 hours or less"
DC6603NI1495,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1496,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Full-time hours worked per week: Total"
DC6603NI1497,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1498,Count,PERSONS,"Females, All categories: Age, 12.Other managers and proprietors, Full-time hours worked per week: 49 or more hours"
DC6603NI1499,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, All usual residents aged 16 to 74"
DC6603NI1500,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Part-time hours worked per week: Total"
DC6603NI1501,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI1502,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1503,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Full-time hours worked per week: Total"
DC6603NI1504,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1505,Count,PERSONS,"Females, All categories: Age, 2.Professional occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI1506,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, All usual residents aged 16 to 74"
DC6603NI1507,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: Total"
DC6603NI1508,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI1509,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1510,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: Total"
DC6603NI1511,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1512,Count,PERSONS,"Females, All categories: Age, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI1513,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, All usual residents aged 16 to 74"
DC6603NI1514,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Part-time hours worked per week: Total"
DC6603NI1515,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI1516,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI1517,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Full-time hours worked per week: Total"
DC6603NI1518,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI1519,Count,PERSONS,"Females, All categories: Age, 22.Health professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI1520,Count,PERSONS,"Females, All categories: Age, 23.Teaching and educational professionals, All usual residents aged 16 to 74"
DC6603NI1521,Count,PERSONS,"Females, All categories: Age, 23.Teaching and educational professionals, Part-time hours worked per week: Total"
DC6603NI1522,Count,PERSONS,"Females, All categories: Age, 23.Teaching and educational professionals, Part-time hours worked per week: 15 hours or less"
